Id,Position,First Name,Nickname,Last Name,FPPG,Played,Salary,Game,Team,Opponent,Injury Indicator,Injury Details,Tier,,,Roster Position
94709-103587,TE,Brenton,Brenton Strange,Strange,0.8500000238418579,2,4200,IND@JAC,JAC,IND,,,,,,TE/FLEX
94709-83117,TE,Tanner,Tanner Hudson,Hudson,3.4000000953674316,2,4200,SEA@CIN,CIN,SEA,,,,,,TE/FLEX
94709-57543,RB,D'Ernest,D'Ernest Johnson,Johnson,0.7599999904632568,5,4200,IND@JAC,JAC,IND,,,,,,RB/FLEX
94709-63717,RB,Alec,Alec Ingold,Ingold,2.3999999364217124,3,4200,CAR@MIA,MIA,CAR,Q,Foot,,,,RB/FLEX
94709-12528,D,Cincinnati,Cincinnati Bengals,Bengals,9,5,4200,SEA@CIN,CIN,SEA,,,,,,DEF
94709-11512,TE,Jimmy,Jimmy Graham,Graham,3.6500000953674316,2,4200,NO@HOU,NO,HOU,,,,,,TE/FLEX
94709-56711,TE,Drew,Drew Sample,Sample,0.800000011920929,2,4200,SEA@CIN,CIN,SEA,,,,,,TE/FLEX
94709-73130,RB,Chris,Chris Evans,Evans,1.600000023841858,1,4200,SEA@CIN,CIN,SEA,,,,,,RB/FLEX
94709-40371,TE,Johnny,Johnny Mundt,Mundt,1.600000023841858,1,4200,MIN@CHI,MIN,CHI,,,,,,TE/FLEX
94709-34295,WR,Breshad,Breshad Perriman,Perriman,2.3499999046325684,8,4200,IND@JAC,IND,JAC,,,,,,WR/FLEX
94709-114180,WR,David,David Bell,Bell,2.0999999046325684,2,4200,SF@CLE,CLE,SF,,,,,,WR/FLEX
94709-73247,RB,Kene,Kene Nwangwu,Nwangwu,0.8076923076923077,13,4200,MIN@CHI,MIN,CHI,IR,Back,,,,RB/FLEX
94709-86646,RB,Trey,Trey Sermon,Sermon,1.649999976158142,2,4200,IND@JAC,IND,JAC,,,,,,RB/FLEX
94709-61072,WR,Stanley,Stanley Morgan,Morgan,0,1,4200,SEA@CIN,CIN,SEA,,,,,,WR/FLEX
94709-71351,TE,Charlie,Charlie Woerner,Woerner,0,2,4200,SF@CLE,SF,CLE,,,,,,TE/FLEX
94709-89785,RB,Spencer,Spencer Brown,Brown,3.1500000953674316,2,4200,CAR@MIA,CAR,MIA,,,,,,RB/FLEX
94709-58041,RB,Mike,Mike Boone,Boone,1.2333333492279053,3,4200,NO@HOU,HOU,NO,,,,,,RB/FLEX
94709-92859,WR,Jalen,Jalen Nailor,Nailor,5.679999923706054,5,4200,MIN@CHI,MIN,CHI,IR,Hamstring,,,,WR/FLEX
94709-65231,RB,Adam,Adam Prentice,Prentice,-0.5,1,4200,NO@HOU,NO,HOU,Q,Knee,,,,RB/FLEX
94709-72427,WR,Kwamie,Kwamie Lassiter II,Lassiter II,0.699999988079071,1,4200,SEA@CIN,CIN,SEA,,,,,,WR/FLEX
94709-69383,WR,Dezmon,Dezmon Patmon,Patmon,3.4000000953674316,1,4200,CAR@MIA,CAR,MIA,,,,,,WR/FLEX
94709-70501,RB,C.J.,C.J. Ham,Ham,1.4500000476837158,2,4200,MIN@CHI,MIN,CHI,,,,,,RB/FLEX
94709-94116,TE,Will,Will Mallory,Mallory,5.900000095367432,1,4200,IND@JAC,IND,JAC,,,,,,TE/FLEX
94709-56248,WR,Noah,Noah Brown,Brown,3.4000000953674316,1,4200,NO@HOU,HOU,NO,IR,Groin,,,,WR/FLEX
94709-43973,RB,Keith,Keith Smith,Smith,3.299999952316284,1,4200,WAS@ATL,ATL,WAS,,,,,,RB/FLEX
94709-57338,TE,Jordan,Jordan Akins,Akins,1.1666666666666667,3,4200,SF@CLE,CLE,SF,,,,,,TE/FLEX
94709-72772,RB,Avery,Avery Williams,Williams,1.6176470588235294,17,4100,WAS@ATL,ATL,WAS,IR,Knee - acl,,,,RB/FLEX
94709-65607,TE,Jacob,Jacob Harris,Harris,1.100000023841858,1,4100,IND@JAC,JAC,IND,,,,,,TE/FLEX
94709-87112,WR,Josh,Josh Ali,Ali,0,1,4100,WAS@ATL,ATL,WAS,IR,Ankle,,,,WR/FLEX
94709-87127,RB,Chris,Chris Rodriguez Jr.,Rodriguez Jr.,0.3499999940395355,2,4100,WAS@ATL,WAS,ATL,,,,,,RB/FLEX
94709-86113,WR,Ihmir,Ihmir Smith-Marsette,Smith-Marsette,0,5,4100,CAR@MIA,CAR,MIA,,,,,,WR/FLEX
94709-79974,RB,Tarik,Tarik Cohen,Cohen,,,4100,CAR@MIA,CAR,MIA,,,,,,RB/FLEX
94709-58499,TE,Parker,Parker Hesse,Hesse,1.4888888465033636,9,4100,WAS@ATL,ATL,WAS,O,Undisclosed,,,,TE/FLEX
94709-54426,TE,Andrew,Andrew Beck,Beck,2.066666603088379,3,4100,NO@HOU,HOU,NO,,,,,,TE/FLEX
94709-28827,RB,Dare,Dare Ogunbowale,Ogunbowale,0.4000000059604645,1,4100,NO@HOU,HOU,NO,,,,,,RB/FLEX
94709-65724,RB,JaMycal,JaMycal Hasty,Hasty,0,1,4100,IND@JAC,JAC,IND,,,,,,RB/FLEX
94709-12525,D,Atlanta,Atlanta Falcons,Falcons,4,5,4100,WAS@ATL,ATL,WAS,,,,,,DEF
94709-137516,WR,Parker,Parker Washington,Washington,0,1,4100,IND@JAC,JAC,IND,IR,Knee,,,,WR/FLEX
94709-102729,RB,Snoop,Snoop Conner,Conner,2.0399999618530273,5,4100,IND@JAC,JAC,IND,,,,,,RB/FLEX
94709-63839,TE,Tyler,Tyler Mabry,Mabry,7.199999809265137,1,4100,SEA@CIN,SEA,CIN,,,,,,TE/FLEX
94709-91488,RB,Chris,Chris Brooks,Brooks,6.599999904632568,1,4100,CAR@MIA,MIA,CAR,,,,,,RB/FLEX
94709-110978,RB,Evan,Evan Hull,Hull,1.2000000476837158,1,4100,IND@JAC,IND,JAC,IR,Knee,,,,RB/FLEX
94709-87432,WR,Cedric,Cedric Tillman,Tillman,1,1,4100,SF@CLE,CLE,SF,,,,,,WR/FLEX
94709-64907,WR,J.J.,J.J. Arcega-Whiteside,Arcega-Whiteside,,,4100,WAS@ATL,ATL,WAS,,,,,,WR/FLEX
94709-90522,TE,Cameron,Cameron Latu,Latu,,,4100,SF@CLE,SF,CLE,IR,Knee - meniscus,,,,TE/FLEX
94709-87469,TE,Jelani,Jelani Woods,Woods,5.141666730244954,12,4100,IND@JAC,IND,JAC,IR,Hamstring,,,,TE/FLEX
94709-92590,RB,Raheem,Raheem Blackshear,Blackshear,2.923076923076923,13,4100,CAR@MIA,CAR,MIA,,,,,,RB/FLEX
94709-26038,TE,Tyler,Tyler Kroft,Kroft,1.9249999523162842,4,4100,CAR@MIA,MIA,CAR,,,,,,TE/FLEX
94709-103896,WR,Nsimba,Nsimba Webster,Webster,2.4000000953674316,1,4100,MIN@CHI,CHI,MIN,,,,,,WR/FLEX
94709-14820,RB,Nick,Nick Bellore,Bellore,0.30000001192092896,1,4100,SEA@CIN,SEA,CIN,,,,,,RB/FLEX
94709-72182,WR,Dee,Dee Eskridge,Eskridge,1.144444465637207,9,4100,SEA@CIN,SEA,CIN,IR,Suspension,,,,WR/FLEX
94709-185850,TE,Julian,Julian Hill,Hill,0,1,4100,CAR@MIA,MIA,CAR,,,,,,TE/FLEX
94709-60930,RB,Myles,Myles Gaskin,Gaskin,3.700000047683716,2,4100,MIN@CHI,MIN,CHI,,,,,,RB/FLEX
94709-39428,RB,Kyle,Kyle Juszczyk,Juszczyk,4.033333460489909,3,4100,SF@CLE,SF,CLE,,,,,,RB/FLEX
94709-86543,WR,Erik,Erik Ezukanma,Ezukanma,1.100000023841858,2,4100,CAR@MIA,MIA,CAR,IR,Neck,,,,WR/FLEX
94709-6672,TE,Marcedes,Marcedes Lewis,Lewis,1.2999999523162842,1,4100,MIN@CHI,CHI,MIN,,,,,,TE/FLEX
94709-88607,WR,Braylon,Braylon Sanders,Sanders,0.3499999940395355,2,4100,CAR@MIA,MIA,CAR,,,,,,WR/FLEX
94709-150090,WR,Cade,Cade Johnson,Johnson,2.8333333333333335,3,4100,SEA@CIN,SEA,CIN,,,,,,WR/FLEX
94709-70282,WR,Demetric,Demetric Felton,Felton,0.27999999523162844,5,4100,SEA@CIN,CIN,SEA,,,,,,WR/FLEX
94709-110230,RB,Kenny,Kenny McIntosh,McIntosh,,,4100,SEA@CIN,SEA,CIN,IR,Knee,,,,RB/FLEX
94709-69276,WR,Bryan,Bryan Edwards,Edwards,0.75,4,4100,NO@HOU,NO,HOU,,,,,,WR/FLEX
94709-65182,TE,Mitchell,Mitchell Wilcox,Wilcox,1.600000023841858,2,4100,SEA@CIN,CIN,SEA,,,,,,TE/FLEX
94709-52897,RB,Darrel,Darrel Williams,Williams,3.8200000762939452,5,4100,NO@HOU,NO,HOU,,,,,,RB/FLEX
94709-88752,WR,Charlie,Charlie Jones,Jones,2.366666634877523,3,4100,SEA@CIN,CIN,SEA,IR,Thumb,,,,WR/FLEX
94709-30403,WR,Chris,Chris Conley,Conley,1.649999976158142,4,4100,SF@CLE,SF,CLE,,,,,,WR/FLEX
94709-94936,RB,Larry,Larry Rountree III,Rountree III,2.1500000953674316,2,4100,NO@HOU,HOU,NO,,,,,,RB/FLEX
94709-89970,WR,Amari,Amari Rodgers,Rodgers,2.0733333587646485,15,4100,IND@JAC,IND,JAC,,,,,,WR/FLEX
94709-65477,TE,Giovanni,Giovanni Ricci,Ricci,0.699999988079071,1,4100,CAR@MIA,CAR,MIA,,,,,,TE/FLEX
94709-119788,WR,Xavier,Xavier Hutchinson,Hutchinson,0.699999988079071,2,4100,NO@HOU,HOU,NO,,,,,,WR/FLEX
94709-63479,RB,John,John Kelly Jr.,Kelly Jr.,,,4100,SF@CLE,CLE,SF,,,,,,RB/FLEX
94709-193538,RB,Aaron,Aaron Dykes,Dykes,,,4000,MIN@CHI,MIN,CHI,,,,,,RB/FLEX
94709-110603,RB,Titus,Titus Swen,Swen,,,4000,IND@JAC,IND,JAC,,,,,,RB/FLEX
94709-40977,TE,Ricky,Ricky Seals-Jones,Seals-Jones,,,4000,IND@JAC,IND,JAC,Q,Foot,,,,TE/FLEX
94709-69655,TE,Stephen,Stephen Sullivan,Sullivan,0.9333333174387614,6,4000,CAR@MIA,CAR,MIA,IR,Hip,,,,TE/FLEX
94709-28694,TE,Jesse,Jesse James,James,,,4000,NO@HOU,NO,HOU,,,,,,TE/FLEX
94709-110624,WR,C.J.,C.J. Johnson,Johnson,,,4000,SEA@CIN,SEA,CIN,,,,,,WR/FLEX
94709-56356,WR,Isaiah,Isaiah Ford,Ford,,,4000,MIN@CHI,CHI,MIN,Q,Undisclosed,,,,WR/FLEX
94709-133163,WR,Ra'Shaun,Ra'Shaun Henry,Henry,,,4000,SEA@CIN,SEA,CIN,Q,Undisclosed,,,,WR/FLEX
94709-64575,RB,Derrick,Derrick Gore,Gore,,,4000,WAS@ATL,WAS,ATL,,,,,,RB/FLEX
94709-59455,TE,Sammis,Sammis Reyes,Reyes,,,4000,IND@JAC,JAC,IND,IR,Concussion,,,,TE/FLEX
94709-174148,RB,Carlos,Carlos Washington Jr.,Washington Jr.,,,4000,WAS@ATL,ATL,WAS,,,,,,RB/FLEX
94709-68686,WR,C.J.,C.J. Saunders,Saunders,,,4000,WAS@ATL,ATL,WAS,,,,,,WR/FLEX
94709-87122,WR,Lynn,Lynn Bowden Jr.,Bowden Jr.,0,1,4000,NO@HOU,NO,HOU,,,,,,WR/FLEX
94709-63576,WR,Kirk,Kirk Merritt,Merritt,,,4000,NO@HOU,NO,HOU,,,,,,WR/FLEX
94709-24671,WR,Adam,Adam Humphries,Humphries,,,4000,NO@HOU,HOU,NO,,,,,,WR/FLEX
94709-92256,WR,Malik,Malik Knowles,Knowles,,,4000,MIN@CHI,MIN,CHI,IR,Undisclosed,,,,WR/FLEX
94709-94314,RB,Camerun,Camerun Peoples,Peoples,,,4000,CAR@MIA,CAR,MIA,,,,,,RB/FLEX
94709-79982,RB,Alex,Alex Armah,Armah,,,4000,WAS@ATL,WAS,ATL,,,,,,RB/FLEX
94709-63603,WR,Jared,Jared Pinkney,Pinkney,,,4000,MIN@CHI,CHI,MIN,Q,Undisclosed,,,,WR/FLEX
94709-55414,WR,Cody,Cody Thompson,Thompson,1.5,1,4000,SEA@CIN,SEA,CIN,,,,,,WR/FLEX
94709-64634,WR,Alex,Alex Bachman,Bachman,,,4000,NO@HOU,HOU,NO,Q,Oblique,,,,WR/FLEX
94709-89214,RB,Abram,Abram Smith,Smith,,,4000,MIN@CHI,MIN,CHI,,,,,,RB/FLEX
94709-71806,TE,Kaden,Kaden Smith,Smith,,,4000,WAS@ATL,WAS,ATL,IR,Undisclosed,,,,TE/FLEX
94709-84101,WR,Vyncint,Vyncint Smith,Smith,,,4000,IND@JAC,IND,JAC,,,,,,WR/FLEX
94709-71821,WR,Joe,Joe Reed,Reed,,,4000,MIN@CHI,CHI,MIN,IR,Undisclosed,,,,WR/FLEX
94709-94363,WR,Elijah,Elijah Cooks,Cooks,,,4000,IND@JAC,JAC,IND,,,,,,WR/FLEX
94709-72863,TE,Armani,Armani Rogers,Rogers,2.3,5,4000,WAS@ATL,WAS,ATL,IR,Achilles,,,,TE/FLEX
94709-89249,RB,Khalan,Khalan Laborn,Laborn,,,4000,SF@CLE,SF,CLE,,,,,,RB/FLEX
94709-92331,TE,Johnny,Johnny Lumpkin,Lumpkin,,,4000,IND@JAC,IND,JAC,,,,,,TE/FLEX
94709-105648,RB,Tyler,Tyler Goodson,Goodson,,,4000,IND@JAC,IND,JAC,,,,,,RB/FLEX
94709-86192,WR,KJ,KJ Hamler,Hamler,3.7166665395100913,6,4000,IND@JAC,IND,JAC,,,,,,WR/FLEX
94709-86205,WR,Mac,Mac Hippenhammer,Hippenhammer,,,4000,SEA@CIN,CIN,SEA,,,,,,WR/FLEX
94709-65737,TE,Sam,Sam Tecklenburg,Tecklenburg,,,4000,CAR@MIA,CAR,MIA,,,,,,TE/FLEX
94709-149710,WR,Mike,Mike Strachan,Strachan,1.4800000190734863,5,4000,CAR@MIA,CAR,MIA,,,,,,WR/FLEX
94709-170188,TE,Tanner,Tanner Conner,Conner,0,2,4000,CAR@MIA,MIA,CAR,,,,,,TE/FLEX
94709-137439,WR,Zion,Zion Bowens,Bowens,,,4000,WAS@ATL,WAS,ATL,,,,,,WR/FLEX
94709-95455,WR,D.J.,D.J. Montgomery,Montgomery,,,4000,IND@JAC,IND,JAC,,,,,,WR/FLEX
94709-91358,WR,Oliver,Oliver Martin,Martin,,,4000,IND@JAC,JAC,IND,,,,,,WR/FLEX
94709-92395,RB,Chris,Chris Smith,Smith,,,4000,SEA@CIN,SEA,CIN,,,,,,RB/FLEX
94709-86254,TE,Leonard,Leonard Taylor,Taylor,,,4000,IND@JAC,JAC,IND,IR,Undisclosed,,,,TE/FLEX
94709-90353,WR,Jesse,Jesse Matthews,Matthews,,,4000,NO@HOU,HOU,NO,IR,Knee - acl,,,,WR/FLEX
94709-12540,D,Minnesota,Minnesota Vikings,Vikings,5.6,5,4000,MIN@CHI,MIN,CHI,,,,,,DEF
94709-61693,TE,Danny,Danny Pinter,Pinter,,,4000,IND@JAC,IND,JAC,IR,Ankle,,,,TE/FLEX
94709-71935,WR,Kendric,Kendric Pryor,Pryor,,,4000,SEA@CIN,CIN,SEA,,,,,,WR/FLEX
94709-115971,WR,Shaq,Shaq Davis,Davis,,,4000,NO@HOU,NO,HOU,O,Undisclosed,,,,WR/FLEX
94709-12552,D,Washington,Washington Commanders,Commanders,4.6,5,4000,WAS@ATL,WAS,ATL,,,,,,DEF
94709-191760,RB,Toriano,Toriano Clinton,Clinton,,,4000,IND@JAC,IND,JAC,,,,,,RB/FLEX
94709-185627,WR,Jalen,Jalen Sample,Sample,,,4000,WAS@ATL,WAS,ATL,,,,,,WR/FLEX
94709-68901,RB,Gerrid,Gerrid Doaks,Doaks,,,4000,NO@HOU,HOU,NO,,,,,,RB/FLEX
94709-185639,WR,Keilahn,Keilahn Harris,Harris,,,4000,WAS@ATL,ATL,WAS,,,,,,WR/FLEX
94709-90408,WR,Dax,Dax Milne,Milne,0.8466666539510092,15,4000,WAS@ATL,WAS,ATL,IR,Groin,,,,WR/FLEX
94709-185646,WR,Zay,Zay Malone,Malone,,,4000,WAS@ATL,ATL,WAS,,,,,,WR/FLEX
94709-130350,WR,Jaylon,Jaylon Moore,Moore,,,4000,IND@JAC,JAC,IND,,,,,,WR/FLEX
94709-53562,RB,Nick,Nick Chubb,Chubb,10.550000190734863,2,4000,SF@CLE,CLE,SF,IR,Knee - acl + mcl,,,,RB/FLEX
94709-56648,RB,Jeremy,Jeremy McNichols,McNichols,,,4000,SF@CLE,SF,CLE,,,,,,RB/FLEX
94709-91467,TE,Jake,Jake Tonges,Tonges,0,1,4000,SF@CLE,SF,CLE,,,,,,TE/FLEX
94709-90458,RB,Troy,Troy Hairston,Hairston,0.6285714421953473,7,4000,NO@HOU,HOU,NO,IR,Back,,,,RB/FLEX
94709-88421,WR,Daewood,Daewood Davis,Davis,,,4000,CAR@MIA,MIA,CAR,Q,Concussion,,,,WR/FLEX
94709-25957,TE,J.P.,J.P. Holtz,Holtz,,,4000,NO@HOU,NO,HOU,,,,,,TE/FLEX
94709-153957,TE,Zaire,Zaire Mitchell-Paden,Mitchell-Paden,,,4000,SF@CLE,CLE,SF,,,,,,TE/FLEX
94709-68975,TE,Josh,Josh Pederson,Pederson,,,4000,IND@JAC,JAC,IND,,,,,,TE/FLEX
94709-91504,WR,Blake,Blake Proehl,Proehl,,,4000,MIN@CHI,MIN,CHI,,,,,,WR/FLEX
94709-90483,TE,Bernhard,Bernhard Raimann,Raimann,,,4000,IND@JAC,IND,JAC,Q,Concussion,,,,TE/FLEX
94709-60791,TE,Tommy,Tommy Hudson,Hudson,,,4000,NO@HOU,NO,HOU,,,,,,TE/FLEX
94709-56698,WR,Dante,Dante Pettis,Pettis,3.7133333841959635,15,4000,MIN@CHI,CHI,MIN,Q,Undisclosed,,,,WR/FLEX
94709-73089,TE,Devin,Devin Asiasi,Asiasi,0.375,4,4000,SF@CLE,CLE,SF,,,,,,TE/FLEX
94709-156039,WR,Shae,Shae Wyatt,Wyatt,,,4000,SF@CLE,SF,CLE,,,,,,WR/FLEX
94709-93577,WR,Dazz,Dazz Newsome,Newsome,,,4000,SF@CLE,SF,CLE,,,,,,WR/FLEX
94709-185742,WR,Braxton,Braxton Westfield,Westfield,,,4000,IND@JAC,IND,JAC,,,,,,WR/FLEX
94709-88463,WR,Johnny,Johnny Johnson III,Johnson III,,,4000,NO@HOU,HOU,NO,,,,,,WR/FLEX
94709-90518,WR,Slade,Slade Bolden,Bolden,,,4000,WAS@ATL,ATL,WAS,,,,,,WR/FLEX
94709-43416,WR,Trent,Trent Taylor,Taylor,0,3,4000,MIN@CHI,CHI,MIN,,,,,,WR/FLEX
94709-96673,WR,Garett,Garett Maag,Maag,,,4000,MIN@CHI,MIN,CHI,,,,,,WR/FLEX
94709-185777,TE,Damien,Damien Caffrey,Caffrey,,,4000,MIN@CHI,CHI,MIN,,,,,,TE/FLEX
94709-73147,TE,Nick,Nick Eubanks,Eubanks,,,4000,IND@JAC,IND,JAC,,,,,,TE/FLEX
94709-47551,TE,Mason,Mason Schreck,Schreck,0.800000011920929,2,4000,NO@HOU,HOU,NO,,,,,,TE/FLEX
94709-69056,WR,Mathew,Mathew Sexton,Sexton,,,4000,WAS@ATL,ATL,WAS,,,,,,WR/FLEX
94709-185792,WR,Tyler,Tyler Adams,Adams,,,4000,IND@JAC,IND,JAC,,,,,,WR/FLEX
94709-55748,WR,James,James Washington,Washington,0,1,4000,IND@JAC,IND,JAC,,,,,,WR/FLEX
94709-73161,TE,Chase,Chase Allen,Allen,,,4000,MIN@CHI,CHI,MIN,Q,Undisclosed,,,,TE/FLEX
94709-88525,WR,Kawaan,Kawaan Baker,Baker,,,4000,NO@HOU,NO,HOU,,,,,,WR/FLEX
94709-117201,WR,Isaiah,Isaiah Winstead,Winstead,,,4000,SF@CLE,SF,CLE,,,,,,WR/FLEX
94709-31184,RB,Jonathan,Jonathan Williams,Williams,2.8375000953674316,8,4000,WAS@ATL,WAS,ATL,Q,Undisclosed,,,,RB/FLEX
94709-136663,RB,DeWayne,DeWayne McBride,McBride,,,4000,MIN@CHI,MIN,CHI,,,,,,RB/FLEX
94709-185822,TE,Thomas,Thomas Greaney,Greaney,,,4000,SF@CLE,CLE,SF,,,,,,TE/FLEX
94709-103900,TE,Brandon,Brandon Dillon,Dillon,,,4000,WAS@ATL,WAS,ATL,IR,Undisclosed,,,,TE/FLEX
94709-91612,WR,Matt,Matt Landers,Landers,,,4000,CAR@MIA,CAR,MIA,,,,,,WR/FLEX
94709-63967,WR,Lucky,Lucky Jackson,Jackson,,,4000,MIN@CHI,MIN,CHI,,,,,,WR/FLEX
94709-185827,RB,Jacob,Jacob Saylors,Saylors,,,4000,SEA@CIN,CIN,SEA,,,,,,RB/FLEX
94709-88547,WR,Jalen,Jalen Wayne,Wayne,,,4000,SF@CLE,CLE,SF,,,,,,WR/FLEX
94709-91618,TE,John,John FitzPatrick,FitzPatrick,,,4000,WAS@ATL,ATL,WAS,,,,,,TE/FLEX
94709-112101,WR,Jared,Jared Wayne,Wayne,,,4000,NO@HOU,HOU,NO,,,,,,WR/FLEX
94709-89586,TE,Tucker,Tucker Fisk,Fisk,,,4000,WAS@ATL,ATL,WAS,,,,,,TE/FLEX
94709-70133,RB,Jake,Jake Funk,Funk,2.700000047683716,1,4000,CAR@MIA,MIA,CAR,,,,,,RB/FLEX
94709-103930,WR,Derek,Derek Wright,Wright,,,4000,CAR@MIA,CAR,MIA,,,,,,WR/FLEX
94709-128515,RB,Ellis,Ellis Merriweather,Merriweather,,,4000,NO@HOU,NO,HOU,,,,,,RB/FLEX
94709-92677,WR,Zavier,Zavier Scott,Scott,,,4000,IND@JAC,IND,JAC,,,,,,WR/FLEX
94709-90628,TE,Griffin,Griffin Hebert,Hebert,,,4000,SEA@CIN,SEA,CIN,,,,,,TE/FLEX
94709-62994,WR,Steven,Steven Sims Jr.,Sims Jr.,2.0333333015441895,12,4000,NO@HOU,HOU,NO,,,,,,WR/FLEX
94709-154139,RB,Clint,Clint Ratkovich,Ratkovich,,,4000,WAS@ATL,ATL,WAS,,,,,,RB/FLEX
94709-89627,WR,Brycen,Brycen Tremayne,Tremayne,,,4000,WAS@ATL,WAS,ATL,,,,,,WR/FLEX
94709-185884,WR,John,John Hall,Hall,,,4000,SEA@CIN,SEA,CIN,,,,,,WR/FLEX
94709-91679,WR,Josh,Josh Vann,Vann,,,4000,CAR@MIA,CAR,MIA,,,,,,WR/FLEX
94709-14895,TE,Patrick,Patrick Scales,Scales,,,4000,MIN@CHI,CHI,MIN,,,,,,TE/FLEX
94709-185907,RB,Zach,Zach Ojile,Ojile,,,4000,MIN@CHI,MIN,CHI,,,,,,RB/FLEX
94709-60981,TE,Charlie,Charlie Heck,Heck,,,4000,NO@HOU,HOU,NO,NA,Foot,,,,TE/FLEX
94709-60984,TE,Jake,Jake Bargas,Bargas,,,4000,NO@HOU,NO,HOU,,,,,,TE/FLEX
94709-71228,WR,Marquez,Marquez Stevenson,Stevenson,,,4000,CAR@MIA,CAR,MIA,,,,,,WR/FLEX
94709-70206,RB,Jason,Jason Huntley,Huntley,,,4000,IND@JAC,IND,JAC,,,,,,RB/FLEX
94709-30272,TE,Colin,Colin Thompson,Thompson,,,4000,MIN@CHI,MIN,CHI,,,,,,TE/FLEX
94709-87621,WR,A.T.,A.T. Perry,Perry,,,4000,NO@HOU,NO,HOU,,,,,,WR/FLEX
94709-86601,RB,SaRodorick,SaRodorick Thompson Jr.,Thompson Jr.,,,4000,SEA@CIN,SEA,CIN,,,,,,RB/FLEX
94709-104008,TE,Stephen,Stephen Carlson,Carlson,,,4000,MIN@CHI,CHI,MIN,,,,,,TE/FLEX
94709-104012,WR,Ashton,Ashton Dulin,Dulin,5,7,4000,IND@JAC,IND,JAC,IR,Knee - acl,,,,WR/FLEX
94709-86612,TE,Brayden,Brayden Willis,Willis,,,4000,SF@CLE,SF,CLE,,,,,,TE/FLEX
94709-63061,WR,Gary,Gary Jennings,Jennings,,,4000,CAR@MIA,CAR,MIA,,,,,,WR/FLEX
94709-104025,RB,John,John Lovett,Lovett,,,4000,CAR@MIA,MIA,CAR,Q,Undisclosed,,,,RB/FLEX
94709-64097,TE,La'Michael,La'Michael Pettway,Pettway,,,4000,IND@JAC,IND,JAC,Q,Undisclosed,,,,TE/FLEX
94709-87657,WR,Seth,Seth Williams,Williams,,,4000,IND@JAC,JAC,IND,,,,,,WR/FLEX
94709-66155,TE,Michael,Michael Jacobson,Jacobson,,,4000,NO@HOU,NO,HOU,,,,,,TE/FLEX
94709-139884,TE,Jordan,Jordan Murray,Murray,,,4000,IND@JAC,IND,JAC,,,,,,TE/FLEX
94709-87662,WR,Anthony,Anthony Schwartz,Schwartz,2.7999998728434243,6,4000,SF@CLE,CLE,SF,Q,Hamstring,,,,WR/FLEX
94709-87668,WR,Shedrick,Shedrick Jackson,Jackson,,,4000,SEA@CIN,CIN,SEA,,,,,,WR/FLEX
94709-93824,WR,Easop,Easop Winston Jr.,Winston Jr.,,,4000,SEA@CIN,SEA,CIN,,,,,,WR/FLEX
94709-87690,TE,Sal,Sal Cannella,Cannella,,,4000,SEA@CIN,SEA,CIN,,,,,,TE/FLEX
94709-94864,RB,Jashaun,Jashaun Corbin,Corbin,,,4000,CAR@MIA,CAR,MIA,,,,,,RB/FLEX
94709-93845,WR,Tay,Tay Martin,Martin,,,4000,SF@CLE,SF,CLE,,,,,,WR/FLEX
94709-93853,WR,Thayer,Thayer Thomas,Thomas,,,4000,MIN@CHI,MIN,CHI,,,,,,WR/FLEX
94709-104102,TE,Leroy,Leroy Watson IV,Watson IV,,,4000,SF@CLE,SF,CLE,,,,,,TE/FLEX
94709-91823,RB,Ronald,Ronald Awatt,Awatt,,,4000,SF@CLE,SF,CLE,,,,,,RB/FLEX
94709-87731,WR,Dominique,Dominique Robinson,Robinson,,,4000,MIN@CHI,CHI,MIN,,,,,,WR/FLEX
94709-85687,WR,Jontre,Jontre Kirklin,Kirklin,,,4000,NO@HOU,NO,HOU,,,,,,WR/FLEX
94709-69303,WR,Freddie,Freddie Swain,Swain,3.133333206176758,3,4000,CAR@MIA,MIA,CAR,,,,,,WR/FLEX
94709-69302,TE,Feleipe,Feleipe Franks,Franks,0,2,4000,WAS@ATL,ATL,WAS,IR,Undisclosed,,,,TE/FLEX
94709-71359,WR,Javon,Javon Wims,Wims,,,4000,CAR@MIA,CAR,MIA,,,,,,WR/FLEX
94709-63189,TE,Hunter,Hunter Thedford,Thedford,,,4000,SF@CLE,CLE,SF,,,,,,TE/FLEX
94709-89817,WR,Austin,Austin Watkins Jr.,Watkins Jr.,,,4000,SF@CLE,CLE,SF,,,,,,WR/FLEX
94709-85720,WR,Jaray,Jaray Jenkins,Jenkins,,,4000,IND@JAC,JAC,IND,Q,Undisclosed,,,,WR/FLEX
94709-71386,TE,Jordan,Jordan Thomas,Thomas,,,4000,CAR@MIA,CAR,MIA,,,,,,TE/FLEX
94709-90844,TE,Christian,Christian Trahan,Trahan,,,4000,SEA@CIN,CIN,SEA,,,,,,TE/FLEX
94709-64221,TE,Zach,Zach Gentry,Gentry,1.6214286259242467,14,4000,SEA@CIN,CIN,SEA,,,,,,TE/FLEX
94709-147168,WR,Chris,Chris Blair,Blair,,,4000,WAS@ATL,ATL,WAS,,,,,,WR/FLEX
94709-85731,WR,Racey,Racey McMath,McMath,1.350000023841858,4,4000,IND@JAC,IND,JAC,,,,,,WR/FLEX
94709-90861,RB,Derek,Derek Parish,Parish,,,4000,IND@JAC,JAC,IND,,,,,,RB/FLEX
